-182.704, 78.235, 1.729,  1.765
-182.680, 78.185, 1.678,  1.798
-182.656, 78.136, 1.633,  1.831
-182.634, 78.088, 1.600,  1.864
-182.611, 78.040, 1.580,  1.897
-182.589, 77.992, 1.577,  1.930
-182.567, 77.944, 1.591,  1.963
-182.544, 77.895, 1.622,  1.996
-182.522, 77.844, 1.666,  2.029
-182.499, 77.792, 1.720,  2.062
-182.476, 77.737, 1.781,  2.095
-182.453, 77.680, 1.845,  2.128
-182.430, 77.621, 1.902,  2.161
-182.407, 77.560, 1.936,  2.194
-182.384, 77.499, 1.947,  2.227
-182.362, 77.438, 1.938,  2.260
-182.341, 77.378, 1.915,  2.293
-182.320, 77.319, 1.882,  2.326
-182.300, 77.261, 1.826,  2.359
-182.281, 77.205, 1.779,  2.392
-182.263, 77.150, 1.737,  2.425
-182.245, 77.097, 1.707,  2.458
-182.227, 77.043, 1.690,  2.491
-182.210, 76.990, 1.688,  2.524
-182.193, 76.935, 1.704,  2.557
-182.175, 76.880, 1.736,  2.590
-182.158, 76.823, 1.780,  2.623
-182.141, 76.765, 1.833,  2.656
-182.123, 76.704, 1.892,  2.689
-182.105, 76.641, 1.955,  2.722
-182.088, 76.576, 2.012,  2.755
-182.070, 76.510, 2.039,  2.788
-182.053, 76.444, 2.042,  2.821
-182.036, 76.378, 2.028,  2.854
-182.020, 76.313, 2.000,  2.887
-182.005, 76.249, 1.950,  2.920
-181.990, 76.188, 1.906,  2.953
-181.976, 76.127, 1.868,  2.986
-181.962, 76.067, 1.840,  3.019
-181.948, 76.008, 1.825,  3.052
-181.935, 75.948, 1.827,  3.085
-181.922, 75.888, 1.845,  3.118
-181.909, 75.827, 1.877,  3.151
-181.896, 75.764, 1.920,  3.184
-181.883, 75.699, 1.972,  3.217
-181.870, 75.633, 2.030,  3.250
-181.856, 75.564, 2.089,  3.283
-181.843, 75.494, 2.140,  3.316
-181.830, 75.422, 2.159,  3.349
-181.817, 75.351, 2.154,  3.382
-181.805, 75.281, 2.133,  3.415
-181.793, 75.212, 2.099,  3.448
-181.782, 75.144, 2.042,  3.481
-181.771, 75.079, 1.994,  3.514
-181.761, 75.014, 1.954,  3.547
-181.751, 74.951, 1.924,  3.580
-181.741, 74.888, 1.909,  3.613
-181.732, 74.825, 1.910,  3.646
-181.723, 74.761, 1.928,  3.679
-181.713, 74.697, 1.962,  3.712
-181.704, 74.630, 2.007,  3.745
-181.695, 74.562, 2.063,  3.778
-181.685, 74.492, 2.125,  3.811
-181.676, 74.419, 2.188,  3.844
-181.666, 74.345, 2.239,  3.877
-181.657, 74.270, 2.257,  3.910
-181.648, 74.195, 2.249,  3.943
-181.639, 74.121, 2.224,  3.976
-181.631, 74.048, 2.188,  4.009
-181.623, 73.978, 2.128,  4.042
-181.616, 73.909, 2.075,  4.075
-181.609, 73.842, 2.034,  4.108
-181.602, 73.775, 2.004,  4.141
-181.595, 73.709, 1.988,  4.174
-181.588, 73.643, 1.988,  4.207
-181.582, 73.577, 2.007,  4.240
-181.575, 73.509, 2.043,  4.273
-181.569, 73.439, 2.093,  4.306
-181.563, 73.368, 2.154,  4.339
-181.556, 73.294, 2.219,  4.372
-181.550, 73.218, 2.281,  4.405
-181.543, 73.140, 2.337,  4.438
-181.537, 73.061, 2.382,  4.471
-181.530, 72.981, 2.395,  4.504
-181.524, 72.902, 2.382,  4.537
-181.518, 72.823, 2.353,  4.570
-181.513, 72.747, 2.300,  4.603
-181.507, 72.672, 2.251,  4.636
-181.502, 72.599, 2.210,  4.669
-181.497, 72.526, 2.183,  4.702
-181.493, 72.454, 2.168,  4.735
-181.488, 72.382, 2.171,  4.768
-181.484, 72.309, 2.191,  4.801
-181.479, 72.235, 2.226,  4.834
-181.475, 72.160, 2.273,  4.867
-181.470, 72.082, 2.325,  4.900
-181.466, 72.003, 2.377,  4.933
-181.461, 71.922, 2.428,  4.966
-181.457, 71.840, 2.469,  4.999
-181.453, 71.757, 2.479,  5.032
-181.449, 71.675, 2.465,  5.065
-181.445, 71.594, 2.427,  5.098
-181.441, 71.515, 2.386,  5.131
-181.437, 71.437, 2.350,  5.164
-181.434, 71.359, 2.325,  5.197
-181.430, 71.282, 2.315,  5.230
-181.427, 71.205, 2.322,  5.263
-181.424, 71.127, 2.343,  5.296
-181.421, 71.048, 2.377,  5.329
-181.418, 70.968, 2.418,  5.362
-181.414, 70.886, 2.463,  5.395
-181.411, 70.802, 2.509,  5.428
-181.408, 70.717, 2.553,  5.461
-181.405, 70.631, 2.589,  5.494
-181.402, 70.544, 2.595,  5.527
-181.400, 70.458, 2.577,  5.560
-181.397, 70.374, 2.536,  5.593
-181.394, 70.291, 2.491,  5.626
-181.392, 70.209, 2.452,  5.659
-181.390, 70.129, 2.423,  5.692
-181.387, 70.048, 2.410,  5.725
-181.385, 69.968, 2.416,  5.758
-181.383, 69.887, 2.439,  5.791
-181.381, 69.805, 2.472,  5.824
-181.379, 69.721, 2.513,  5.857
-181.377, 69.636, 2.558,  5.890
-181.375, 69.549, 2.604,  5.923
-181.373, 69.461, 2.649,  5.956
-181.371, 69.371, 2.693,  5.989
-181.369, 69.280, 2.727,  6.022
-181.367, 69.189, 2.733,  6.055
-181.365, 69.098, 2.713,  6.088
-181.363, 69.009, 2.669,  6.121
-181.361, 68.922, 2.623,  6.154
-181.360, 68.836, 2.580,  6.187
-181.358, 68.751, 2.548,  6.220
-181.357, 68.667, 2.532,  6.253
-181.356, 68.583, 2.535,  6.286
-181.354, 68.498, 2.554,  6.319
-181.353, 68.412, 2.587,  6.352
-181.352, 68.324, 2.627,  6.385
-181.350, 68.235, 2.671,  6.418
-181.349, 68.145, 2.718,  6.451
-181.348, 68.053, 2.764,  6.484
-181.346, 67.959, 2.809,  6.517
-181.345, 67.864, 2.851,  6.550
-181.344, 67.768, 2.884,  6.583
-181.343, 67.672, 2.888,  6.616
-181.342, 67.576, 2.866,  6.649
-181.341, 67.482, 2.820,  6.682
-181.340, 67.390, 2.770,  6.715
-181.339, 67.299, 2.724,  6.748
-181.338, 67.210, 2.689,  6.781
-181.337, 67.121, 2.669,  6.814
-181.336, 67.032, 2.667,  6.847
-181.335, 66.943, 2.684,  6.880
-181.334, 66.852, 2.715,  6.913
-181.334, 66.761, 2.754,  6.946
-181.333, 66.668, 2.798,  6.979
-181.332, 66.573, 2.845,  7.012
-181.331, 66.476, 2.893,  7.045
-181.331, 66.378, 2.939,  7.078
-181.330, 66.279, 2.983,  7.111
-181.329, 66.178, 3.025,  7.144
-181.329, 66.076, 3.056,  7.177
-181.328, 65.974, 3.058,  7.210
-181.327, 65.873, 3.033,  7.243
-181.327, 65.774, 2.985,  7.276
-181.326, 65.676, 2.932,  7.309
-181.326, 65.580, 2.883,  7.342
-181.325, 65.485, 2.844,  7.375
-181.325, 65.392, 2.820,  7.408
-181.324, 65.298, 2.814,  7.441
-181.324, 65.204, 2.828,  7.474
-181.324, 65.109, 2.856,  7.507
-181.323, 65.012, 2.895,  7.540
-181.323, 64.915, 2.939,  7.573
-181.323, 64.815, 2.987,  7.606
-181.322, 64.714, 3.036,  7.639
-181.322, 64.611, 3.084,  7.672
-181.322, 64.507, 3.131,  7.705
-181.321, 64.401, 3.174,  7.738
-181.321, 64.294, 3.215,  7.771
-181.321, 64.186, 3.245,  7.804
-181.320, 64.078, 3.245,  7.837
-181.320, 63.970, 3.218,  7.870
-181.320, 63.865, 3.168,  7.903
-181.320, 63.761, 3.112,  7.936
-181.319, 63.659, 3.059,  7.969
-181.319, 63.559, 3.016,  8.002
-181.319, 63.459, 2.988,  8.035
-181.319, 63.360, 2.978,  8.068
-181.319, 63.261, 2.988,  8.101
-181.318, 63.161, 3.014,  8.134
-181.318, 63.059, 3.052,  8.167
-181.318, 62.956, 3.096,  8.200
-181.318, 62.851, 3.145,  8.233
-181.318, 62.744, 3.196,  8.266
-181.318, 62.636, 3.246,  8.299
-181.318, 62.526, 3.296,  8.332
-181.318, 62.415, 3.342,  8.365
-181.318, 62.302, 3.385,  8.398
-181.317, 62.188, 3.425,  8.431
-181.317, 62.073, 3.454,  8.464
-181.317, 61.958, 3.453,  8.497
-181.317, 61.844, 3.423,  8.530
-181.317, 61.732, 3.371,  8.563
-181.317, 61.621, 3.312,  8.596
-181.317, 61.513, 3.256,  8.629
-181.317, 61.406, 3.209,  8.662
-181.317, 61.300, 3.176,  8.695
-181.317, 61.195, 3.161,  8.728
-181.317, 61.090, 3.167,  8.761
-181.317, 60.984, 3.191,  8.794
-181.317, 60.876, 3.228,  8.827
-181.317, 60.767, 3.272,  8.860
-181.317, 60.656, 3.322,  8.893
-181.317, 60.544, 3.375,  8.926
-181.317, 60.430, 3.428,  8.959
-181.317, 60.314, 3.480,  8.992
-181.317, 60.196, 3.530,  9.025
-181.317, 60.077, 3.577,  9.058
-181.317, 59.956, 3.620,  9.091
-181.317, 59.835, 3.658,  9.124
-181.317, 59.712, 3.693,  9.157
-181.317, 59.588, 3.716,  9.190
-181.317, 59.464, 3.710,  9.223
-181.317, 59.342, 3.676,  9.256
-181.317, 59.221, 3.629,  9.289
-181.317, 59.102, 3.579,  9.322
-181.317, 58.984, 3.535,  9.355
-181.318, 58.867, 3.503,  9.388
-181.318, 58.752, 3.486,  9.421
-181.318, 58.635, 3.488,  9.454
-181.318, 58.519, 3.505,  9.487
-181.318, 58.401, 3.532,  9.520
-181.318, 58.282, 3.568,  9.553
-181.318, 58.162, 3.608,  9.586
-181.318, 58.040, 3.652,  9.619
-181.318, 57.917, 3.696,  9.652
-181.318, 57.793, 3.740,  9.685
-181.318, 57.667, 3.783,  9.718
-181.318, 57.539, 3.823,  9.751
-181.319, 57.411, 3.861,  9.784
-181.319, 57.281, 3.895,  9.817
-181.319, 57.150, 3.925,  9.850
-181.319, 57.019, 3.952,  9.883
-181.319, 56.886, 3.969,  9.916
-181.319, 56.754, 3.957,  9.949
-181.319, 56.624, 3.918,  9.982
-181.319, 56.495, 3.866, 10.015
-181.319, 56.368, 3.811, 10.048
-181.319, 56.243, 3.762, 10.081
-181.319, 56.119, 3.724, 10.114
-181.319, 55.996, 3.702, 10.147
-181.319, 55.873, 3.699, 10.180
-181.320, 55.749, 3.714, 10.213
-181.320, 55.624, 3.742, 10.246
-181.320, 55.498, 3.779, 10.279
-181.320, 55.371, 3.822, 10.312
-181.320, 55.242, 3.869, 10.345
-181.320, 55.112, 3.917, 10.378
-181.320, 54.979, 3.966, 10.411
-181.320, 54.846, 4.013, 10.444
-181.320, 54.710, 4.057, 10.477
-181.320, 54.574, 4.099, 10.510
-181.320, 54.436, 4.137, 10.543
-181.321, 54.297, 4.172, 10.576
-181.321, 54.157, 4.203, 10.609
-181.321, 54.016, 4.230, 10.642
-181.321, 53.875, 4.253, 10.675
-181.321, 53.733, 4.273, 10.708
-181.321, 53.590, 4.291, 10.741
-181.321, 53.447, 4.306, 10.774
-181.321, 53.303, 4.319, 10.807
-181.322, 53.159, 4.330, 10.840
-181.322, 53.014, 4.340, 10.873
-181.322, 52.869, 4.350, 10.906
-181.322, 52.724, 4.358, 10.939
-181.322, 52.579, 4.367, 10.972
-181.322, 52.433, 4.375, 11.005
-181.322, 52.287, 4.384, 11.038
-181.322, 52.141, 4.392, 11.071
-181.322, 51.994, 4.402, 11.104
-181.322, 51.848, 4.411, 11.137
-181.322, 51.700, 4.421, 11.170
-181.322, 51.553, 4.432, 11.203
-181.322, 51.405, 4.443, 11.236
-181.323, 51.256, 4.454, 11.269
-181.323, 51.108, 4.466, 11.302
-181.323, 50.958, 4.478, 11.335
-181.323, 50.809, 4.491, 11.368
-181.323, 50.659, 4.504, 11.401
-181.323, 50.508, 4.517, 11.434
-181.323, 50.358, 4.530, 11.467
-181.323, 50.206, 4.544, 11.500
-181.323, 50.054, 4.557, 11.533
-181.323, 49.902, 4.571, 11.566
-181.323, 49.749, 4.585, 11.599
-181.323, 49.596, 4.598, 11.632
-181.323, 49.443, 4.612, 11.665
-181.324, 49.288, 4.626, 11.698
-181.324, 49.134, 4.640, 11.731
-181.324, 48.979, 4.654, 11.764
-181.324, 48.823, 4.668, 11.797
-181.324, 48.667, 4.682, 11.830
-181.324, 48.511, 4.695, 11.863
-181.324, 48.354, 4.709, 11.896
-181.324, 48.197, 4.723, 11.929
-181.324, 48.039, 4.737, 11.962
-181.324, 47.881, 4.751, 11.995
-181.324, 47.722, 4.765, 12.028
-181.324, 47.563, 4.778, 12.061
-181.324, 47.403, 4.792, 12.094
-181.324, 47.243, 4.806, 12.127
-181.324, 47.083, 4.820, 12.160
-181.324, 46.922, 4.834, 12.193
-181.324, 46.760, 4.848, 12.226
-181.324, 46.598, 4.863, 12.259
-181.324, 46.436, 4.877, 12.292
-181.324, 46.273, 4.891, 12.325
-181.324, 46.109, 4.906, 12.358
-181.324, 45.945, 4.920, 12.391
-181.325, 45.781, 4.934, 12.424
-181.325, 45.616, 4.949, 12.457
-181.325, 45.451, 4.964, 12.490
-181.325, 45.285, 4.978, 12.523
-181.325, 45.119, 4.993, 12.556
-181.325, 44.952, 5.008, 12.589
-181.325, 44.785, 5.023, 12.622
-181.325, 44.617, 5.037, 12.655
-181.325, 44.449, 5.052, 12.688
-181.325, 44.280, 5.067, 12.721
-181.325, 44.111, 5.083, 12.754
-181.325, 43.941, 5.097, 12.787
-181.325, 43.771, 5.101, 12.820
-181.325, 43.601, 5.084, 12.853
-181.325, 43.433, 5.066, 12.886
-181.325, 43.264, 5.052, 12.919
-181.325, 43.097, 5.042, 12.952
-181.325, 42.929, 5.036, 12.985
-181.325, 42.761, 5.035, 13.018
-181.325, 42.593, 5.038, 13.051
-181.325, 42.425, 5.045, 13.084
-181.325, 42.256, 5.057, 13.117
-181.325, 42.087, 5.072, 13.150
-181.324, 41.918, 5.091, 13.183
-181.324, 41.747, 5.114, 13.216
-181.324, 41.576, 5.139, 13.249
-181.324, 41.404, 5.167, 13.282
-181.324, 41.231, 5.197, 13.315
-181.324, 41.057, 5.228, 13.348
-181.324, 40.881, 5.260, 13.381
-181.324, 40.705, 5.292, 13.414
-181.324, 40.528, 5.325, 13.447
-181.324, 40.349, 5.357, 13.480
-181.324, 40.170, 5.389, 13.513
-181.324, 39.989, 5.419, 13.546
-181.324, 39.808, 5.449, 13.579
-181.324, 39.625, 5.476, 13.612
-181.324, 39.442, 5.502, 13.645
-181.324, 39.258, 5.527, 13.678
-181.324, 39.073, 5.550, 13.711
-181.324, 38.888, 5.571, 13.744
-181.324, 38.702, 5.591, 13.777
-181.324, 38.515, 5.609, 13.810
-181.323, 38.328, 5.627, 13.843
-181.323, 38.140, 5.643, 13.876
-181.323, 37.952, 5.658, 13.909
-181.323, 37.763, 5.672, 13.942
-181.323, 37.573, 5.686, 13.975
-181.323, 37.384, 5.699, 14.008
-181.323, 37.193, 5.713, 14.041
-181.323, 37.003, 5.726, 14.074
-181.323, 36.812, 5.739, 14.107
-181.323, 36.620, 5.752, 14.140
-181.323, 36.428, 5.765, 14.173
-181.322, 36.236, 5.779, 14.206
-181.322, 36.043, 5.794, 14.239
-181.322, 35.849, 5.808, 14.272
-181.322, 35.655, 5.824, 14.305
-181.322, 35.461, 5.839, 14.338
-181.322, 35.266, 5.856, 14.371
-181.322, 35.070, 5.873, 14.404
-181.322, 34.874, 5.890, 14.437
-181.322, 34.678, 5.908, 14.470
-181.321, 34.480, 5.927, 14.503
-181.321, 34.282, 5.945, 14.536
-181.321, 34.084, 5.965, 14.569
-181.321, 33.884, 5.984, 14.602
-181.321, 33.684, 6.004, 14.635
-181.321, 33.484, 6.024, 14.668
-181.321, 33.282, 6.045, 14.701
-181.320, 33.080, 6.065, 14.734
-181.320, 32.878, 6.085, 14.767
-181.320, 32.674, 6.106, 14.800
-181.320, 32.470, 6.127, 14.833
-181.320, 32.266, 6.147, 14.866
-181.320, 32.060, 6.168, 14.899
-181.319, 31.854, 6.188, 14.932
-181.319, 31.648, 6.208, 14.965
-181.319, 31.440, 6.228, 14.998
-181.319, 31.232, 6.248, 15.031
-181.319, 31.023, 6.268, 15.064
-181.318, 30.814, 6.288, 15.097
-181.318, 30.604, 6.308, 15.130
-181.318, 30.393, 6.328, 15.163
-181.318, 30.182, 6.348, 15.196
-181.318, 29.970, 6.367, 15.229
-181.317, 29.757, 6.387, 15.262
-181.317, 29.544, 6.407, 15.295
-181.317, 29.330, 6.427, 15.328
-181.317, 29.115, 6.446, 15.361
-181.317, 28.900, 6.466, 15.394
-181.316, 28.684, 6.486, 15.427
-181.316, 28.467, 6.506, 15.460
-181.316, 28.250, 6.526, 15.493
-181.316, 28.032, 6.546, 15.526
-181.315, 27.813, 6.566, 15.559
-181.315, 27.594, 6.587, 15.592
-181.315, 27.374, 6.607, 15.625
-181.315, 27.153, 6.628, 15.658
-181.314, 26.932, 6.649, 15.691
-181.314, 26.710, 6.670, 15.724
-181.314, 26.487, 6.691, 15.757
-181.313, 26.264, 6.712, 15.790
-181.313, 26.039, 6.733, 15.823
-181.313, 25.814, 6.755, 15.856
-181.313, 25.589, 6.776, 15.889
-181.312, 25.362, 6.797, 15.922
-181.312, 25.135, 6.819, 15.955
-181.312, 24.908, 6.840, 15.988
-181.311, 24.679, 6.861, 16.021
-181.311, 24.450, 6.882, 16.054
-181.311, 24.220, 6.903, 16.087
-181.310, 23.989, 6.924, 16.120
-181.310, 23.758, 6.946, 16.153
-181.310, 23.526, 6.967, 16.186
-181.310, 23.293, 6.988, 16.219
-181.309, 23.060, 7.009, 16.252
-181.309, 22.826, 7.030, 16.285
-181.308, 22.591, 7.052, 16.318
-181.308, 22.356, 7.073, 16.351
-181.308, 22.119, 7.095, 16.384
-181.307, 21.882, 7.117, 16.417
-181.307, 21.645, 7.139, 16.450
-181.307, 21.406, 7.161, 16.483
-181.306, 21.167, 7.183, 16.516
-181.306, 20.927, 7.205, 16.549
-181.306, 20.686, 7.228, 16.582
-181.305, 20.445, 7.250, 16.615
-181.305, 20.203, 7.273, 16.648
-181.304, 19.960, 7.295, 16.681
-181.304, 19.716, 7.318, 16.714
-181.304, 19.471, 7.341, 16.747
-181.303, 19.226, 7.364, 16.780
-181.303, 18.980, 7.387, 16.813
-181.302, 18.733, 7.410, 16.846
-181.302, 18.486, 7.433, 16.879
-181.301, 18.237, 7.457, 16.912
-181.301, 17.988, 7.480, 16.945
-181.301, 17.738, 7.503, 16.978
-181.300, 17.488, 7.527, 17.011
-181.300, 17.236, 7.550, 17.044
-181.299, 16.984, 7.573, 17.077
-181.299, 16.731, 7.597, 17.110
-181.298, 16.477, 7.620, 17.143
-181.298, 16.222, 7.644, 17.176
-181.297, 15.967, 7.667, 17.209
-181.297, 15.711, 7.691, 17.242
-181.296, 15.454, 7.714, 17.275
-181.296, 15.196, 7.738, 17.308
-181.295, 14.938, 7.762, 17.341
-181.295, 14.678, 7.785, 17.374
-181.294, 14.418, 7.809, 17.407
-181.294, 14.157, 7.833, 17.440
-181.293, 13.896, 7.857, 17.473
-181.293, 13.633, 7.881, 17.506
-181.292, 13.370, 7.905, 17.539
-181.292, 13.106, 7.930, 17.572
-181.291, 12.841, 7.954, 17.605
-181.291, 12.575, 7.978, 17.638
-181.290, 12.309, 8.003, 17.671
-181.290, 12.041, 8.028, 17.704
-181.289, 11.773, 8.053, 17.737
-181.288, 11.504, 8.078, 17.770
-181.288, 11.234, 8.103, 17.803
-181.287, 10.963, 8.128, 17.836
-181.287, 10.692, 8.154, 17.869
-181.286, 10.419, 8.179, 17.902
-181.285, 10.146, 8.205, 17.935
-181.285, 9.872, 8.230, 17.968
-181.284, 9.597, 8.256, 18.001
-181.283, 9.321, 8.282, 18.034
-181.283, 9.044, 8.308, 18.067
-181.282, 8.767, 8.334, 18.100
-181.282, 8.488, 8.360, 18.133
-181.281, 8.209, 8.386, 18.166
-181.280, 7.929, 8.412, 18.199
-181.280, 7.647, 8.439, 18.232
-181.279, 7.366, 8.465, 18.265
-181.278, 7.083, 8.492, 18.298
-181.278, 6.799, 8.518, 18.331
-181.277, 6.514, 8.545, 18.364
-181.276, 6.229, 8.572, 18.397
-181.275, 5.942, 8.599, 18.430
-181.275, 5.655, 8.625, 18.463
-181.274, 5.367, 8.652, 18.496
-181.273, 5.078, 8.679, 18.529
-181.273, 4.788, 8.707, 18.562
-181.272, 4.497, 8.734, 18.595
-181.271, 4.205, 8.761, 18.628
-181.270, 3.912, 8.789, 18.661
-181.270, 3.619, 8.816, 18.694
-181.269, 3.324, 8.844, 18.727
-181.268, 3.029, 8.871, 18.760
-181.267, 2.732, 8.899, 18.793
-181.266, 2.435, 8.927, 18.826
-181.266, 2.137, 8.955, 18.859
-181.265, 1.837, 8.983, 18.892
-181.264, 1.537, 9.011, 18.925
-181.263, 1.236, 9.039, 18.958
-181.262, 0.934, 9.067, 18.991
-181.262, 0.631, 9.096, 19.024
-181.261, 0.327, 9.124, 19.057
-181.260, 0.022, 9.153, 19.090
-181.259, -0.283, 9.181, 19.123
-181.258, -0.590, 9.210, 19.156
-181.257, -0.898, 9.239, 19.189
-181.256, -1.207, 9.268, 19.222
-181.256, -1.516, 9.297, 19.255
-181.255, -1.827, 9.326, 19.288
-181.254, -2.139, 9.355, 19.321
-181.253, -2.451, 9.385, 19.354
-181.252, -2.765, 9.414, 19.387
-181.251, -3.079, 9.444, 19.420
-181.250, -3.395, 9.473, 19.453
-181.249, -3.711, 9.503, 19.486
-181.248, -4.029, 9.533, 19.519
-181.247, -4.347, 9.563, 19.552
-181.246, -4.667, 9.593, 19.585
-181.245, -4.987, 9.623, 19.618
-181.244, -5.309, 9.653, 19.651
-181.243, -5.631, 9.683, 19.684
-181.242, -5.955, 9.713, 19.717
-181.241, -6.280, 9.744, 19.750
-181.240, -6.605, 9.774, 19.783
-181.239, -6.932, 9.805, 19.816
-181.238, -7.259, 9.836, 19.849
-181.237, -7.588, 9.867, 19.882
-181.236, -7.918, 9.898, 19.915
-181.235, -8.248, 9.929, 19.948
-181.234, -8.580, 9.960, 19.981
-181.233, -8.913, 9.991, 20.014
-181.232, -9.247, 10.022, 20.047
-181.231, -9.582, 10.054, 20.080
-181.229, -9.917, 10.085, 20.113
-181.228, -10.254, 10.117, 20.146
-181.227, -10.592, 10.148, 20.179
-181.226, -10.932, 10.180, 20.212
-181.225, -11.272, 10.212, 20.245
-181.224, -11.613, 10.244, 20.278
-181.222, -11.955, 10.276, 20.311
-181.221, -12.298, 10.308, 20.344
-181.220, -12.643, 10.341, 20.377
-181.219, -12.988, 10.373, 20.410
-181.218, -13.335, 10.406, 20.443
-181.217, -13.683, 10.438, 20.476
-181.215, -14.031, 10.471, 20.509
-181.214, -14.381, 10.504, 20.542
-181.213, -14.732, 10.537, 20.575
-181.212, -15.084, 10.570, 20.608
-181.210, -15.437, 10.603, 20.641
-181.209, -15.792, 10.636, 20.674
-181.208, -16.147, 10.669, 20.707
-181.206, -16.504, 10.703, 20.740
-181.205, -16.861, 10.736, 20.773
-181.204, -17.220, 10.770, 20.806
-181.202, -17.580, 10.803, 20.839
-181.201, -17.941, 10.837, 20.872
-181.200, -18.303, 10.871, 20.905
-181.198, -18.666, 10.905, 20.938
-181.197, -19.030, 10.939, 20.971
-181.196, -19.396, 10.974, 21.004
-181.194, -19.763, 11.008, 21.037
-181.193, -20.130, 11.042, 21.070
-181.191, -20.499, 11.077, 21.103
-181.190, -20.869, 11.112, 21.136
-181.188, -21.241, 11.146, 21.169
-181.187, -21.613, 11.181, 21.202
-181.186, -21.987, 11.216, 21.235
-181.184, -22.362, 11.251, 21.268
-181.183, -22.737, 11.286, 21.301
-181.181, -23.115, 11.322, 21.334
-181.180, -23.493, 11.357, 21.367
-181.178, -23.872, 11.393, 21.400
-181.176, -24.253, 11.428, 21.433
-181.175, -24.635, 11.464, 21.466
-181.173, -25.018, 11.500, 21.499
-181.172, -25.402, 11.536, 21.532
-181.170, -25.788, 11.572, 21.565
-181.169, -26.174, 11.609, 21.598
-181.167, -26.562, 11.645, 21.631
-181.165, -26.951, 11.682, 21.664
-181.164, -27.342, 11.719, 21.697
-181.162, -27.733, 11.756, 21.730
-181.160, -28.126, 11.793, 21.763
-181.159, -28.520, 11.831, 21.796
-181.157, -28.915, 11.868, 21.829
-181.155, -29.312, 11.906, 21.862
-181.154, -29.710, 11.944, 21.895
-181.152, -30.109, 11.983, 21.928
-181.150, -30.509, 12.021, 21.961
-181.148, -30.911, 12.060, 21.994
-181.147, -31.314, 12.098, 22.027
-181.145, -31.718, 12.137, 22.060
-181.143, -32.124, 12.176, 22.093
-181.141, -32.531, 12.216, 22.126
-181.139, -32.939, 12.255, 22.159
-181.138, -33.348, 12.294, 22.192
-181.136, -33.759, 12.334, 22.225
-181.134, -34.171, 12.374, 22.258
-181.132, -34.585, 12.414, 22.291
-181.130, -35.000, 12.454, 22.324
-181.128, -35.416, 12.494, 22.357
-181.126, -35.833, 12.534, 22.390
-181.124, -36.252, 12.575, 22.423
-181.122, -36.672, 12.615, 22.456
-181.120, -37.094, 12.656, 22.489
-181.119, -37.517, 12.697, 22.522
-181.117, -37.941, 12.738, 22.555
-181.115, -38.367, 12.779, 22.588
-181.113, -38.794, 12.820, 22.621
-181.110, -39.222, 12.861, 22.654
-181.108, -39.652, 12.902, 22.687
-181.106, -40.083, 12.944, 22.720
-181.104, -40.515, 12.985, 22.753
-181.102, -40.949, 13.027, 22.786
-181.100, -41.385, 13.069, 22.819
-181.098, -41.821, 13.111, 22.852
-181.096, -42.259, 13.153, 22.885
-181.094, -42.699, 13.195, 22.918
-181.091, -43.140, 13.237, 22.951
-181.089, -43.582, 13.280, 22.984
-181.087, -44.026, 13.322, 23.017
-181.085, -44.471, 13.365, 23.050
